index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barométrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Température,Point de rosée,Humidité,Visibilité horizontale,Temps présent,Pression station,Rafales sur une période,Periode de mesure de la rafale,Précipitations dans la dernière heure,Précipitations dans les 3 dernières heures,Température (°C),consommation,datehour,datemonth
19043,2014-05-09 20:00:00,101140.0,-60.0,5.0,220.0,5.7,297.05,291.05,69.0,40000.0,2.0,101050.0,9.3,-10.0,0.0,0.0,23.90000000000004,23048.0,20,5
9649,2014-05-09 23:00:00,101220.0,80.0,1.0,270.0,1.5,295.95,288.25,62.0,30000.0,2.0,101130.0,3.6,-10.0,0.0,0.0,22.80000000000001,22541.0,23,5
572,2014-05-10 02:00:00,101590.0,-100.0,6.0,20.0,0.5,290.65,288.85,89.0,4200.0,10.0,101500.0,2.1,-10.0,0.0,0.2,17.5,16457.0,2,5
65630,2014-05-10 05:00:00,101560.0,-40.0,8.0,360.0,2.1,289.75,288.25,91.0,7000.0,2.0,101460.0,2.6,-10.0,0.0,0.0,16.600000000000023,14482.0,5,5
74790,2014-05-10 11:00:00,101700.0,130.0,3.0,270.0,7.7,291.15,281.95,55.0,40000.0,2.0,101610.0,12.3,-10.0,0.0,,18.0,19555.0,11,5
65651,2014-05-10 14:00:00,101590.0,-110.0,8.0,280.0,8.7,294.05,282.95,49.0,40000.0,2.0,101500.0,13.4,-10.0,0.0,0.0,20.90000000000004,17997.0,14,5
65660,2014-05-10 17:00:00,101450.0,-140.0,8.0,280.0,9.3,293.55,282.75,50.0,40000.0,2.0,101360.0,13.4,-10.0,0.0,0.0,20.40000000000004,17034.0,17,5
66153,2014-05-10 20:00:00,101490.0,30.0,3.0,270.0,4.6,290.05,282.45,61.0,30000.0,2.0,101390.0,8.2,-10.0,0.0,0.0,16.900000000000034,19935.0,20,5
87526,2014-05-10 23:00:00,101530.0,40.0,3.0,250.0,2.6,287.05,282.05,72.0,20000.0,2.0,101430.0,5.7,-10.0,0.0,0.0,13.900000000000034,19970.0,23,5
28276,2014-05-11 01:00:00,99920.0,210.0,1.0,350.0,2.6,284.05,281.25,83.0,20000.0,0.0,99820.0,5.7,-10.0,0.0,0.0,10.900000000000034,23809.0,1,5
82661,2014-05-11 04:00:00,99970.0,50.0,0.0,300.0,2.6,283.05,279.35,78.0,20000.0,2.0,99870.0,3.1,-10.0,0.0,0.0,9.900000000000034,20046.0,4,5
16023,2014-05-11 07:00:00,100130.0,160.0,3.0,20.0,2.1,281.65,278.05,78.0,20000.0,2.0,100030.0,3.1,-10.0,0.0,0.0,8.5,20138.0,7,5
16028,2014-05-11 10:00:00,100360.0,230.0,1.0,300.0,2.6,284.65,278.55,66.0,30000.0,2.0,100260.0,4.1,-10.0,0.0,0.0,11.5,25988.0,10,5
79060,2014-05-11 13:00:00,100350.0,0.0,5.0,280.0,6.7,288.45,278.95,53.0,30000.0,2.0,100260.0,9.3,-10.0,0.0,0.0,15.300000000000011,27435.0,13,5
79062,2014-05-11 16:00:00,100370.0,20.0,3.0,340.0,6.2,290.15,276.75,41.0,40000.0,2.0,100280.0,9.8,-10.0,0.0,0.0,17.0,26021.0,16,5
16053,2014-05-11 19:00:00,100670.0,290.0,3.0,300.0,5.7,285.35,277.05,57.0,40000.0,2.0,100570.0,9.3,-10.0,0.0,0.0,12.200000000000044,27109.0,19,5
82689,2014-05-11 22:00:00,100850.0,180.0,3.0,310.0,3.1,283.15,276.65,64.0,40000.0,2.0,100750.0,6.2,-10.0,0.0,0.0,10.0,27531.0,22,5
89156,2014-05-12 01:00:00,101280.0,10.0,3.0,320.0,2.7,282.25,280.85,91.0,10840.0,,101180.0,,,0.8,1.2,9.100000000000025,31511.0,1,5
89161,2014-05-12 04:00:00,101280.0,0.0,5.0,300.0,4.2,281.85,280.75,93.0,8000.0,,101180.0,,,3.3,7.1,8.700000000000045,28313.0,4,5
97554,2014-05-12 07:00:00,101320.0,40.0,3.0,310.0,3.4,281.35,279.95,91.0,19990.0,,101220.0,,,1.2,7.2,8.200000000000045,28663.0,7,5
89174,2014-05-12 10:00:00,101520.0,200.0,1.0,290.0,3.7,281.25,280.15,93.0,12340.0,,101420.0,,,2.6,6.1,8.100000000000023,33783.0,10,5
80296,2014-05-12 13:00:00,101480.0,-40.0,8.0,310.0,5.9,281.15,279.45,89.0,12930.0,,101380.0,,,1.8,6.0,8.0,34110.0,13,5
37364,2014-05-12 16:00:00,101620.0,140.0,1.0,300.0,4.7,280.15,278.25,88.0,15000.0,,101520.0,,,1.4,3.7,7.0,32829.0,16,5
76068,2014-05-12 19:00:00,101690.0,70.0,1.0,290.0,5.1,279.75,278.35,91.0,16890.0,,101590.0,,,3.4,10.2,6.600000000000023,33549.0,19,5
80316,2014-05-12 22:00:00,101770.0,80.0,1.0,300.0,4.0,279.95,278.45,90.0,15000.0,,101670.0,,,1.4,6.7,6.800000000000011,33065.0,22,5
11782,2014-05-13 02:00:00,101770.0,-40.0,8.0,360.0,3.1,288.15,274.95,41.0,60000.0,0.0,101670.0,8.2,-10.0,0.0,0.0,15.0,18484.0,2,5
70881,2014-05-13 05:00:00,101800.0,30.0,2.0,310.0,4.6,286.85,275.75,47.0,30000.0,2.0,101700.0,7.7,-10.0,0.0,0.0,13.700000000000044,18208.0,5,5
92165,2014-05-13 08:00:00,101860.0,60.0,3.0,320.0,4.6,287.15,275.35,45.0,60000.0,2.0,101760.0,7.7,-10.0,0.0,0.0,14.0,22854.0,8,5
72706,2014-05-13 11:00:00,101890.0,30.0,1.0,320.0,8.7,291.35,273.05,29.0,50000.0,2.0,101790.0,14.4,-10.0,0.0,0.0,18.200000000000045,24382.0,11,5
14059,2014-05-13 14:00:00,101840.0,-40.0,8.0,310.0,9.3,294.65,272.65,23.0,50000.0,2.0,101750.0,16.5,-10.0,0.0,0.0,21.5,23921.0,14,5
70907,2014-05-13 17:00:00,101860.0,20.0,3.0,330.0,9.8,293.55,273.95,27.0,30000.0,2.0,101770.0,17.5,-10.0,0.0,0.0,20.40000000000004,21829.0,17,5
92191,2014-05-13 20:00:00,102100.0,230.0,1.0,330.0,7.2,291.45,272.65,28.0,40000.0,2.0,102000.0,16.5,-10.0,0.0,0.0,18.30000000000001,21995.0,20,5
14074,2014-05-13 23:00:00,102440.0,340.0,1.0,310.0,3.1,288.05,273.45,37.0,40000.0,2.0,102340.0,8.7,-10.0,0.0,0.0,14.900000000000034,22970.0,23,5
92211,2014-05-14 02:00:00,102530.0,90.0,1.0,310.0,4.6,286.75,275.65,47.0,60000.0,0.0,102430.0,7.7,-10.0,0.0,0.0,13.600000000000025,18929.0,2,5
14085,2014-05-14 05:00:00,102560.0,30.0,2.0,300.0,4.6,285.65,276.35,53.0,50000.0,2.0,102460.0,7.7,-10.0,0.0,0.0,12.5,18650.0,5,5
72738,2014-05-14 08:00:00,102640.0,80.0,3.0,300.0,7.2,286.55,276.85,52.0,50000.0,2.0,102540.0,11.3,-10.0,0.0,0.0,13.400000000000034,23585.0,8,5
11858,2014-05-14 11:00:00,102620.0,-20.0,7.0,340.0,7.7,291.25,274.25,32.0,50000.0,2.0,102520.0,13.4,-10.0,0.0,0.0,18.100000000000023,24583.0,11,5
70939,2014-05-14 14:00:00,102510.0,-100.0,8.0,350.0,8.2,294.95,273.45,24.0,50000.0,2.0,102420.0,13.9,-10.0,0.0,0.0,21.80000000000001,23141.0,14,5
11869,2014-05-14 17:00:00,102420.0,-90.0,6.0,350.0,7.2,295.05,273.55,24.0,50000.0,2.0,102330.0,14.4,-10.0,0.0,0.0,21.90000000000004,21407.0,17,5
11874,2014-05-14 20:00:00,102480.0,50.0,3.0,10.0,8.7,293.25,274.15,28.0,60000.0,0.0,102380.0,13.9,-10.0,0.0,0.0,20.100000000000023,21381.0,20,5
72755,2014-05-14 23:00:00,102680.0,200.0,1.0,350.0,7.7,290.25,275.45,37.0,60000.0,0.0,102580.0,12.9,-10.0,0.0,0.0,17.100000000000023,22945.0,23,5
70960,2014-05-15 02:00:00,102620.0,-60.0,8.0,330.0,5.7,288.05,275.55,43.0,60000.0,0.0,102520.0,10.3,-10.0,0.0,0.0,14.900000000000034,19012.0,2,5
11902,2014-05-15 05:00:00,102520.0,-100.0,6.0,300.0,4.1,287.45,274.35,41.0,60000.0,0.0,102420.0,8.7,-10.0,0.0,0.0,14.300000000000011,18713.0,5,5
92278,2014-05-15 08:00:00,102420.0,-100.0,5.0,350.0,10.3,288.75,274.05,37.0,19000.0,0.0,102320.0,15.9,-10.0,0.0,0.0,15.600000000000025,23434.0,8,5
72769,2014-05-15 11:00:00,102300.0,-120.0,7.0,350.0,12.9,291.85,271.95,26.0,19000.0,0.0,102200.0,19.5,-10.0,0.0,0.0,18.700000000000045,24189.0,11,5
92287,2014-05-15 14:00:00,102220.0,-70.0,8.0,360.0,11.3,294.85,271.55,21.0,23000.0,0.0,102130.0,20.6,-10.0,0.0,0.0,21.700000000000045,22820.0,14,5
72785,2014-05-15 17:00:00,102070.0,-150.0,6.0,350.0,10.8,295.15,272.45,22.0,18000.0,0.0,101980.0,20.6,-10.0,0.0,0.0,22.0,21298.0,17,5
14163,2014-05-15 20:00:00,102090.0,20.0,3.0,360.0,8.2,293.35,272.65,25.0,26000.0,0.0,102000.0,15.9,-10.0,0.0,0.0,20.200000000000045,21210.0,20,5
14167,2014-05-15 23:00:00,102290.0,190.0,3.0,360.0,5.7,289.85,273.05,32.0,60000.0,0.0,102190.0,13.4,-10.0,0.0,0.0,16.700000000000045,22440.0,23,5
11944,2014-05-16 02:00:00,102170.0,-120.0,8.0,10.0,8.7,287.85,273.65,38.0,60000.0,0.0,102070.0,15.4,-10.0,0.0,0.0,14.700000000000044,18524.0,2,5
72800,2014-05-16 05:00:00,102100.0,-70.0,6.0,360.0,5.1,285.85,273.25,42.0,60000.0,0.0,102000.0,9.8,-10.0,0.0,0.0,12.700000000000044,18229.0,5,5
11960,2014-05-16 08:00:00,102090.0,-10.0,6.0,360.0,2.6,286.15,273.55,42.0,75000.0,2.0,101990.0,4.6,-10.0,0.0,0.0,13.0,22838.0,8,5
11967,2014-05-16 11:00:00,101920.0,-170.0,8.0,10.0,4.6,291.15,273.25,30.0,75000.0,2.0,101820.0,8.7,-10.0,0.0,0.0,18.0,23581.0,11,5
71032,2014-05-16 14:00:00,101720.0,-190.0,8.0,200.0,5.1,293.15,274.55,29.0,75000.0,2.0,101630.0,10.8,-10.0,0.0,0.0,20.0,22512.0,14,5
14211,2014-05-16 17:00:00,101550.0,-170.0,6.0,220.0,5.7,293.15,276.75,34.0,60000.0,2.0,101460.0,8.7,-10.0,0.0,0.0,20.0,20443.0,17,5
14216,2014-05-16 20:00:00,101490.0,-60.0,5.0,210.0,1.5,294.45,276.65,31.0,50000.0,2.0,101400.0,5.1,-10.0,0.0,0.0,21.30000000000001,20324.0,20,5
14221,2014-05-16 23:00:00,101590.0,90.0,1.0,350.0,2.6,290.75,276.25,38.0,40000.0,2.0,101490.0,5.7,-10.0,0.0,0.0,17.600000000000023,21932.0,23,5
92368,2014-05-17 02:00:00,101540.0,-50.0,8.0,330.0,3.6,289.65,274.55,36.0,60000.0,0.0,101440.0,5.7,-10.0,0.0,0.0,16.5,17820.0,2,5
92378,2014-05-17 05:00:00,101470.0,-70.0,7.0,300.0,3.6,287.05,274.95,44.0,30000.0,2.0,101370.0,4.6,-10.0,0.0,0.0,13.900000000000034,15987.0,5,5
92380,2014-05-17 08:00:00,101520.0,50.0,3.0,310.0,2.1,287.95,276.45,46.0,30000.0,2.0,101420.0,3.6,-10.0,0.0,0.0,14.800000000000011,18528.0,8,5
12426,2014-05-17 11:00:00,101500.0,-10.0,8.0,10.0,5.1,293.65,276.85,33.0,50000.0,2.0,101410.0,8.2,-10.0,0.0,0.0,20.5,21172.0,11,5
71070,2014-05-17 14:00:00,101450.0,-50.0,6.0,200.0,3.1,296.35,279.15,33.0,50000.0,2.0,101360.0,5.7,-10.0,0.0,0.0,23.200000000000045,20311.0,14,5
72864,2014-05-17 17:00:00,101370.0,-80.0,8.0,210.0,5.1,296.55,274.85,24.0,50000.0,2.0,101280.0,8.7,-10.0,0.0,0.0,23.40000000000004,18523.0,17,5
12444,2014-05-17 20:00:00,101360.0,-10.0,5.0,210.0,4.6,294.55,276.75,31.0,50000.0,2.0,101270.0,7.2,-10.0,0.0,0.0,21.40000000000004,19114.0,20,5
14262,2014-05-17 23:00:00,101620.0,250.0,1.0,140.0,4.6,289.45,285.75,79.0,50000.0,2.0,101520.0,6.7,-10.0,0.0,0.0,16.30000000000001,21363.0,23,5
14264,2014-05-18 02:00:00,101610.0,-10.0,8.0,20.0,1.0,286.65,284.15,85.0,19000.0,0.0,101510.0,2.6,-10.0,0.0,0.0,13.5,17564.0,2,5
15888,2014-05-18 05:00:00,101560.0,-50.0,6.0,10.0,2.6,284.65,282.25,85.0,40000.0,2.0,101460.0,3.1,-10.0,0.0,0.0,11.5,14876.0,5,5
71087,2014-05-18 08:00:00,101570.0,10.0,3.0,20.0,2.1,287.35,284.35,82.0,30000.0,2.0,101470.0,3.1,-10.0,0.0,0.0,14.200000000000044,16397.0,8,5
15948,2014-05-18 11:00:00,101520.0,-40.0,8.0,150.0,2.6,291.85,285.35,66.0,20000.0,2.0,101430.0,3.6,-10.0,0.0,0.0,18.700000000000045,18989.0,11,5
51199,2014-05-18 14:00:00,101430.0,-90.0,7.0,180.0,3.6,292.45,284.75,61.0,30000.0,2.0,101340.0,5.7,-10.0,0.0,0.0,19.30000000000001,18065.0,14,5
51203,2014-05-18 17:00:00,101320.0,-110.0,8.0,200.0,3.1,292.45,283.15,55.0,30000.0,2.0,101230.0,6.7,-10.0,0.0,0.0,19.30000000000001,16466.0,17,5
51206,2014-05-18 20:00:00,101260.0,-60.0,8.0,180.0,2.1,290.15,285.65,75.0,50000.0,2.0,101170.0,4.6,-10.0,0.0,0.0,17.0,18542.0,20,5
73275,2014-05-18 23:00:00,101280.0,10.0,3.0,100.0,2.1,288.45,285.35,82.0,50000.0,2.0,101180.0,3.1,-10.0,0.0,0.0,15.300000000000011,20619.0,23,5
32067,2014-05-19 02:00:00,101150.0,-120.0,8.0,120.0,5.1,289.65,286.55,82.0,45000.0,0.0,101060.0,6.7,-10.0,0.0,0.0,16.5,17347.0,2,5
93132,2014-05-19 05:00:00,101010.0,-150.0,6.0,50.0,4.1,287.85,285.75,87.0,15000.0,2.0,100910.0,6.7,-10.0,0.2,0.2,14.700000000000044,16695.0,5,5
73291,2014-05-19 08:00:00,100930.0,-70.0,5.0,110.0,8.7,288.55,287.05,91.0,8000.0,60.0,100840.0,12.3,-10.0,2.0,6.0,15.400000000000034,21334.0,8,5
93139,2014-05-19 11:00:00,101010.0,70.0,1.0,60.0,3.6,288.35,287.05,92.0,9000.0,60.0,100910.0,7.2,-10.0,2.0,3.0,15.200000000000044,23756.0,11,5
73304,2014-05-19 14:00:00,101000.0,0.0,4.0,120.0,12.9,289.65,286.75,83.0,10000.0,21.0,100910.0,19.5,-10.0,0.2,2.0,16.5,23187.0,14,5
93148,2014-05-19 17:00:00,101070.0,70.0,1.0,120.0,9.8,289.75,286.85,83.0,12000.0,2.0,100980.0,15.9,-10.0,0.0,0.0,16.600000000000023,21764.0,17,5
51189,2014-05-19 20:00:00,101120.0,50.0,3.0,120.0,10.8,289.45,286.75,84.0,15000.0,2.0,101030.0,16.5,-10.0,0.0,0.0,16.30000000000001,21690.0,20,5
15550,2014-05-19 23:00:00,101320.0,190.0,1.0,120.0,12.3,289.15,285.55,79.0,15000.0,2.0,101220.0,17.0,-10.0,0.0,0.0,16.0,21882.0,23,5
72220,2014-05-20 02:00:00,101360.0,40.0,1.0,130.0,11.8,289.25,286.75,85.0,13000.0,0.0,101260.0,15.4,-10.0,0.0,0.0,16.100000000000023,17860.0,2,5
31953,2014-05-20 05:00:00,101400.0,40.0,3.0,130.0,8.2,289.25,286.75,85.0,12000.0,2.0,101300.0,13.4,-10.0,0.0,0.0,16.100000000000023,17570.0,5,5
15569,2014-05-20 08:00:00,101450.0,50.0,3.0,130.0,9.8,289.75,287.05,84.0,12000.0,2.0,101350.0,13.4,-10.0,0.0,0.0,16.600000000000023,22264.0,8,5
50196,2014-05-20 11:00:00,101540.0,100.0,1.0,130.0,9.8,290.85,287.35,80.0,12000.0,2.0,101450.0,14.4,-10.0,0.0,0.0,17.700000000000045,24247.0,11,5
50202,2014-05-20 14:00:00,101570.0,30.0,3.0,130.0,8.7,291.15,287.45,79.0,12000.0,2.0,101480.0,12.3,-10.0,0.0,0.0,18.0,23428.0,14,5
50211,2014-05-20 17:00:00,101560.0,-10.0,5.0,160.0,6.7,291.95,287.65,76.0,15000.0,2.0,101470.0,10.8,-10.0,0.0,0.0,18.80000000000001,22062.0,17,5
7390,2014-05-20 20:00:00,101500.0,-60.0,6.0,130.0,6.2,290.25,287.75,85.0,15000.0,2.0,101410.0,12.3,-10.0,0.0,0.0,17.100000000000023,21713.0,20,5
7398,2014-05-20 23:00:00,101520.0,20.0,3.0,130.0,5.1,290.75,287.05,79.0,15000.0,2.0,101430.0,7.7,-10.0,0.0,0.0,17.600000000000023,22235.0,23,5
72248,2014-05-21 02:00:00,101470.0,-50.0,8.0,130.0,8.2,290.15,287.75,86.0,11000.0,61.0,101380.0,13.9,-10.0,0.0,0.0,17.0,17517.0,2,5
50236,2014-05-21 05:00:00,101390.0,-80.0,6.0,130.0,9.3,289.55,287.75,89.0,6000.0,61.0,101300.0,13.9,-10.0,1.0,2.0,16.400000000000034,17246.0,5,5
7420,2014-05-21 08:00:00,101280.0,-110.0,5.0,30.0,1.5,290.05,287.55,85.0,20000.0,1.0,101190.0,7.7,-10.0,0.0,1.0,16.900000000000034,22023.0,8,5
15621,2014-05-21 11:00:00,101260.0,-20.0,5.0,100.0,3.1,290.65,287.55,82.0,12000.0,21.0,101170.0,8.7,-10.0,0.2,0.6,17.5,24514.0,11,5
15628,2014-05-21 14:00:00,101060.0,-200.0,7.0,140.0,8.7,292.65,287.45,72.0,12000.0,1.0,100970.0,14.4,-10.0,0.0,0.2,19.5,23416.0,14,5
50272,2014-05-21 17:00:00,100970.0,-90.0,6.0,140.0,13.4,292.35,287.15,72.0,10000.0,2.0,100880.0,20.1,-10.0,0.0,0.0,19.200000000000045,22030.0,17,5
15644,2014-05-21 20:00:00,101020.0,50.0,1.0,140.0,10.8,291.35,287.45,78.0,10000.0,2.0,100930.0,17.0,-10.0,0.0,0.0,18.200000000000045,21833.0,20,5
72269,2014-05-21 23:00:00,101110.0,90.0,3.0,140.0,9.8,290.85,287.75,82.0,10000.0,2.0,101020.0,13.9,-10.0,0.0,0.0,17.700000000000045,21940.0,23,5
7456,2014-05-22 02:00:00,101100.0,-10.0,8.0,130.0,10.8,290.55,288.35,87.0,7000.0,0.0,101010.0,16.5,-10.0,0.0,0.0,17.400000000000034,17886.0,2,5
31669,2014-05-22 05:00:00,100990.0,-110.0,8.0,130.0,10.8,289.85,288.75,93.0,4000.0,10.0,100900.0,15.4,-10.0,0.0,0.0,16.700000000000045,17244.0,5,5
7468,2014-05-22 08:00:00,101090.0,100.0,3.0,140.0,9.8,290.65,288.85,89.0,6000.0,2.0,101000.0,15.9,-10.0,0.0,0.0,17.5,21952.0,8,5
31676,2014-05-22 11:00:00,101100.0,10.0,2.0,140.0,10.8,290.15,288.35,89.0,8000.0,2.0,101010.0,14.9,-10.0,0.0,0.0,17.0,23919.0,11,5
31681,2014-05-22 14:00:00,101070.0,-30.0,8.0,130.0,10.8,290.15,288.65,91.0,8000.0,3.0,100980.0,15.4,-10.0,0.2,0.2,17.0,23222.0,14,5
7492,2014-05-22 17:00:00,101050.0,-20.0,6.0,130.0,10.3,290.65,288.85,89.0,9000.0,3.0,100960.0,14.9,-10.0,0.0,0.0,17.5,21383.0,17,5
72295,2014-05-22 20:00:00,101010.0,-40.0,5.0,120.0,8.7,290.25,288.75,91.0,6000.0,1.0,100920.0,14.4,-10.0,0.0,0.0,17.100000000000023,21125.0,20,5
72298,2014-05-22 23:00:00,101190.0,180.0,1.0,120.0,2.1,289.25,288.15,93.0,6000.0,2.0,101100.0,8.2,-10.0,0.0,0.0,16.100000000000023,21847.0,23,5
15695,2014-05-23 02:00:00,101160.0,-40.0,8.0,360.0,2.1,286.85,282.65,76.0,60000.0,0.0,101060.0,5.1,-10.0,0.0,0.0,13.700000000000044,17591.0,2,5
15698,2014-05-23 05:00:00,101120.0,-40.0,7.0,10.0,2.1,284.55,281.55,82.0,20000.0,2.0,101020.0,3.6,-10.0,0.0,0.0,11.400000000000034,17110.0,5,5
72316,2014-05-23 08:00:00,101180.0,60.0,3.0,10.0,3.6,286.75,283.15,79.0,45000.0,2.0,101080.0,5.7,-10.0,0.0,0.0,13.600000000000025,22224.0,8,5
7534,2014-05-23 11:00:00,101210.0,40.0,0.0,100.0,3.1,292.55,286.95,70.0,25000.0,2.0,101120.0,4.6,-10.0,0.0,0.0,19.40000000000004,23840.0,11,5
12710,2014-05-23 14:00:00,101170.0,-40.0,8.0,140.0,5.7,292.45,287.95,75.0,25000.0,2.0,101080.0,8.2,-10.0,0.0,0.0,19.30000000000001,23301.0,14,5
50370,2014-05-23 17:00:00,101130.0,-40.0,6.0,150.0,5.7,292.35,286.55,69.0,25000.0,2.0,101040.0,8.7,-10.0,0.0,0.0,19.200000000000045,21918.0,17,5
50377,2014-05-23 20:00:00,101310.0,170.0,3.0,300.0,9.8,288.75,278.65,51.0,20000.0,2.0,101210.0,14.4,-10.0,0.0,0.0,15.600000000000025,21381.0,20,5
31734,2014-05-23 23:00:00,101700.0,390.0,2.0,50.0,2.1,283.25,281.55,89.0,30000.0,1.0,101600.0,4.6,-10.0,0.0,2.0,10.100000000000025,22682.0,23,5
72333,2014-05-24 02:00:00,101820.0,120.0,0.0,360.0,2.1,282.05,280.65,91.0,60000.0,0.0,101720.0,4.1,-10.0,0.0,0.0,8.900000000000034,18013.0,2,5
12744,2014-05-24 05:00:00,101820.0,0.0,5.0,350.0,1.0,280.85,279.45,91.0,50000.0,2.0,101720.0,4.1,-10.0,0.0,0.0,7.700000000000045,16864.0,5,5
7581,2014-05-24 08:00:00,101890.0,70.0,3.0,320.0,1.5,283.85,281.25,84.0,50000.0,2.0,101790.0,2.6,-10.0,0.0,0.2,10.700000000000044,19152.0,8,5
7589,2014-05-24 11:00:00,101850.0,-40.0,7.0,160.0,2.6,290.65,282.75,60.0,50000.0,2.0,101750.0,3.6,-10.0,0.0,0.0,17.5,21478.0,11,5
31765,2014-05-24 14:00:00,101820.0,-20.0,7.0,200.0,3.1,292.95,280.65,45.0,60000.0,2.0,101730.0,5.1,-10.0,0.0,0.0,19.80000000000001,20527.0,14,5
72348,2014-05-24 17:00:00,101710.0,-110.0,6.0,200.0,4.1,293.75,278.95,38.0,60000.0,2.0,101620.0,6.2,-10.0,0.0,0.0,20.600000000000023,18991.0,17,5
12770,2014-05-24 20:00:00,101660.0,-50.0,6.0,230.0,5.7,291.55,279.05,44.0,50000.0,2.0,101570.0,7.2,-10.0,0.0,0.0,18.40000000000004,19532.0,20,5
7613,2014-05-24 23:00:00,101760.0,90.0,1.0,270.0,2.6,288.55,279.25,54.0,50000.0,2.0,101660.0,4.1,-10.0,0.0,0.0,15.400000000000034,21824.0,23,5
72360,2014-05-25 02:00:00,101700.0,-60.0,7.0,220.0,0.5,286.05,279.15,63.0,60000.0,0.0,101600.0,2.1,-10.0,0.0,0.0,12.900000000000034,17605.0,2,5
31789,2014-05-25 05:00:00,101650.0,-50.0,7.0,10.0,2.6,284.75,280.25,74.0,30000.0,2.0,101550.0,3.1,-10.0,0.0,0.0,11.600000000000025,15053.0,5,5
50431,2014-05-25 08:00:00,101740.0,90.0,1.0,20.0,3.1,286.35,282.05,75.0,40000.0,2.0,101640.0,4.1,-10.0,0.0,0.0,13.200000000000044,16639.0,8,5
7635,2014-05-25 11:00:00,101720.0,-10.0,8.0,90.0,2.1,292.65,281.65,49.0,50000.0,2.0,101630.0,3.1,-10.0,0.0,0.0,19.5,19752.0,11,5
31803,2014-05-25 14:00:00,101730.0,10.0,0.0,190.0,3.6,293.75,282.35,48.0,50000.0,2.0,101640.0,5.1,-10.0,0.0,0.0,20.600000000000023,18177.0,14,5
31808,2014-05-25 17:00:00,101710.0,-20.0,6.0,190.0,3.1,291.95,282.45,54.0,40000.0,2.0,101620.0,5.7,-10.0,0.0,0.0,18.80000000000001,17065.0,17,5
7658,2014-05-25 20:00:00,101770.0,50.0,3.0,190.0,4.1,290.95,284.25,65.0,30000.0,2.0,101670.0,7.2,-10.0,0.0,0.0,17.80000000000001,19219.0,20,5
72393,2014-05-25 23:00:00,101870.0,100.0,3.0,290.0,2.1,288.15,284.15,77.0,30000.0,2.0,101770.0,2.6,-10.0,0.0,0.0,15.0,21027.0,23,5
31823,2014-05-26 02:00:00,101800.0,-70.0,8.0,340.0,1.0,285.75,282.95,83.0,35000.0,0.0,101700.0,3.1,-10.0,0.0,0.0,12.600000000000025,17321.0,2,5
50474,2014-05-26 05:00:00,101730.0,-70.0,7.0,20.0,1.5,283.75,281.35,85.0,25000.0,2.0,101630.0,2.1,-10.0,0.0,0.0,10.600000000000025,16984.0,5,5
72404,2014-05-26 08:00:00,101690.0,-40.0,8.0,350.0,1.0,286.55,282.55,77.0,50000.0,2.0,101590.0,3.6,-10.0,0.0,0.0,13.400000000000034,22317.0,8,5
72409,2014-05-26 11:00:00,101640.0,-40.0,8.0,190.0,3.1,292.25,282.45,53.0,50000.0,2.0,101550.0,4.6,-10.0,0.0,0.0,19.100000000000023,25116.0,11,5
72417,2014-05-26 14:00:00,101630.0,-20.0,8.0,230.0,4.6,289.35,284.55,73.0,15000.0,60.0,101530.0,7.2,-10.0,0.0,0.0,16.200000000000045,24413.0,14,5
50496,2014-05-26 17:00:00,101530.0,-90.0,6.0,280.0,6.7,290.55,282.75,60.0,50000.0,1.0,101440.0,9.8,-10.0,0.0,0.2,17.400000000000034,22915.0,17,5
12847,2014-05-26 20:00:00,101600.0,60.0,3.0,310.0,8.2,290.85,279.35,47.0,50000.0,1.0,101500.0,14.9,-10.0,0.0,0.0,17.700000000000045,22220.0,20,5
50507,2014-05-26 23:00:00,101770.0,170.0,2.0,280.0,6.7,287.55,278.65,55.0,50000.0,2.0,101670.0,10.8,-10.0,0.0,0.0,14.400000000000034,23086.0,23,5
50514,2014-05-27 02:00:00,101800.0,30.0,0.0,260.0,8.2,285.75,278.85,63.0,60000.0,0.0,101700.0,11.3,-10.0,0.0,0.0,12.600000000000025,18952.0,2,5
31870,2014-05-27 05:00:00,101760.0,-40.0,7.0,260.0,5.7,285.35,278.75,64.0,50000.0,2.0,101660.0,8.7,-10.0,0.0,0.0,12.200000000000044,18655.0,5,5
50521,2014-05-27 08:00:00,101790.0,30.0,3.0,270.0,5.1,287.85,278.65,54.0,50000.0,2.0,101690.0,8.7,-10.0,0.0,0.0,14.700000000000044,22996.0,8,5
31883,2014-05-27 11:00:00,101770.0,-10.0,8.0,300.0,6.2,292.35,277.25,37.0,50000.0,2.0,101680.0,10.8,-10.0,0.0,0.0,19.200000000000045,24841.0,11,5
50538,2014-05-27 14:00:00,101650.0,-120.0,8.0,290.0,4.6,295.05,278.45,34.0,50000.0,2.0,101560.0,8.2,-10.0,0.0,0.0,21.90000000000004,23413.0,14,5
7734,2014-05-27 17:00:00,101530.0,-120.0,7.0,270.0,5.7,294.25,277.75,34.0,50000.0,2.0,101440.0,10.3,-10.0,0.0,0.0,21.100000000000023,21555.0,17,5
50555,2014-05-27 20:00:00,101420.0,-110.0,6.0,300.0,6.7,295.25,275.35,27.0,50000.0,2.0,101330.0,9.8,-10.0,0.0,0.0,22.100000000000023,21123.0,20,5
